roomsCount,price,address,tel,underground,undergroundTime,deposit,comission,prepay,total_area,living_area,kitchen_area,floor,build_year,lng,lat,description,link
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Генкиной, 82",tel:+79587282340,,,Без залога,комиссия 70%,без предоплаты,"48,1 м²","28,4 м²","8,1 м²",4 из 10,,44.027735,56.316349,"Здравствуйте. Сдается уютная квартира. Недавно произведен косметический ремонт. Для порядочной семьи. Коммунальные платежи входят в стоимость арендной паты. Показы оперативные, звоните.",https://nn.cian.ru/rent/flat/255409567/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, просп. Гагарина, 111",tel:+79918997550,,,Залог 15 000 ₽,комиссия 70%,предоплата за 1 месяц,"85,1 м²","48,2 м²","13,4 м²",3 из 10,2005,43.946913,56.232313,"Сдам квартиру на улице проспект Гагарина, микрорайон Щербинки 2. Квартира полностью оборудована всей современной мебелью и бытовой техникой, есть все для комфортного проживания. Развитая инфраструктура: детские сады, школа, в пешей доступности, магазины и ТЦ Гагаринский. В транспортной ТЦ Мега, ТЦ Открытый материк и многое другое. Рядом улицы Ларина, Академика Лебедева, Маршала Голованова, 40 лет Победы, Военных Комиссаров, Тропинина, площадь Жукова. Дополнительно оплачиваются коммунальные платежи. Показ по договоренности в удобное для вас время.
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/258018465/
3-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Северный, просп. Бусыгина, 14",tel:+79587287510,Автозаводская,9 мин. пешком,Залог 10 000 ₽,без комиссии,предоплата за 1 месяц,65 м²,48 м²,7 м²,1 из 5,1974,43.898737,56.263602,"3 ком квартира 65м2, просторная, комнаты изолированные, санузел раздельный, стиральная машина автомат, телевизор и холодильник есть. Для проживания граждан любой национальности до 12 человек. Цена зависит от количества проживающих",https://nn.cian.ru/rent/flat/257976294/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Ижорская ул., 4",tel:+79587280092,Горьковская,18 мин. пешком,Залог 15 000 ₽,комиссия 70%,предоплата за 1 месяц,50 м²,,,3 из 8,2002,44.018823,56.317832,"Новый дом с закрытой территорией, парковкой, консъержем. Квартира после ремонта, новая мебель и бытовая техника. Сдается на долгосрочную аренду, фото соответствуют. В пешей доступности Пл.Свободы, ул.Белинского, Пл.Минина",https://nn.cian.ru/rent/flat/255136118/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Тимирязева, 43",tel:+79587292138,,,Без залога,комиссия 70%,предоплата за 1 месяц,80 м²,,,7 из 14,,44.004774,56.309374,"Сдается просторная квартира с двумя изолированными комнатами. Полностью готова к проживанию, оснащена мебелью и техникой.  Квартира очень чистая, в идеальном состоянии. Есть гардеробная комната, 2 балкона, кондиционер. Развитая инфраструктура, рядом парк Пушкина, Кулибина, в шаговой доступности пл. Максима Горького. Если по какой-либо причине Вы не смогли дозвониться до нас, то в ближайшее время мы перезвоним сами!",https://nn.cian.ru/rent/flat/168282124/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Невзоровых, 87",tel:+79587292138,,,Без залога,комиссия 70%,предоплата за 1 месяц,86 м²,,,7 из 10,,44.02786,56.317233,"Сдается просторная квартира с двумя изолированными комнатами, в доме с огороженной территорией и подземной парковкой. Есть возможность арендовать место. Квартра чистая, после ремонта. Полное оснащение мебелью и бытовой техникой; готова проживанию. Много места для хранения вещей, грамотная планировка. Проведен wi-fi и кабельное телевидение. Развитая инфраструктура, в доме большое количество организаций, в шаговой доступности ТЦ Этажи, пл. Свободы, парк Кулибина. Рядом располагаются ул. Генкиной, Белинского, Ижорская, Максима Горького, Ковалихинская, Республиканская, детские сады и школы. Если покакой-либо причине Вы не смогли до нас дозвониться, то в ближайшее время мы пеезвоним Вам сами. СТРОГО БЕЗ ДОМАШНИХ ЖИВОТНЫХ.",https://nn.cian.ru/rent/flat/192227900/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Ярмарка, бул. Мира, 17А",tel:+79030540208,Стрелка,13 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,80 м²,,,15 из 18,2006,43.954486,56.328688,"В квартире есть все необходимое для комфортного проживания, вся техника, мебель, удобная транспортная развязка, рядом Нижегородская ярмарка, Карла Маркса, Волжская Набережная, 10 мин. до центра города.",https://nn.cian.ru/rent/flat/226287468/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Мещерское озеро, Волжская наб., 8к3",tel:+79587280290,Стрелка,37 мин. пешком,Залог 15 000 ₽,комиссия 70%,предоплата за 1 месяц,74 м²,60 м²,12 м²,8 из 16,,43.929917,56.34924,"Уютная квартира,идеально подойдет для семьи с детьми.большая кухня(посудомоечная машина),в каартире есть все для комфортного проживания.СТРОГО БЕЗ ДОМАШНИХ ЖИВОТНЫХ.",https://nn.cian.ru/rent/flat/190328585/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Дунаева, 10",tel:+79587280290,Горьковская,24 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,50 м²,,,9 из 9,2004,44.023881,56.31588,"Центр города, в квартире есть все для комфортного проживания, развитая инфраструктура, рядом Белинского, Ижорская, Полтавская, Горького, Минина.",https://nn.cian.ru/rent/flat/227707435/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Белинского, 15",tel:+79587280290,Горьковская,8 мин. пешком,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,56 м²,40 м²,12 м²,10 из 12,2010,44.001351,56.310742,"Центр города,рядом парк Пушкина, Удобная транспортная развязка, В квартире есть все для комфортного проживания, Рассмотрим арендаторов без домашних животных,",https://nn.cian.ru/rent/flat/193852587/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Казанское ш., 4",tel:+79587298725,,,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,74 м²,,,6 из 10,2004,44.077699,56.29569,"В квартире есть все необходимое для комфортного проживания, развитая инфраструктура, комнаты изолированные.
Рядом Родионова, Печеры, Верхнепечерская, Касьянова, Афонино.",https://nn.cian.ru/rent/flat/255421426/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Подновье, ул. Родионова, 192к3",tel:+79587280137,,,Залог 5 000 ₽,комиссия 70%,предоплата за 1 месяц,48 м²,,,13 из 25,,44.080448,56.307167,"Сдается однокомнатная квартира в ЖК Мегаполис. Сделан качественный евроремонт. Квартира в идеальном состоянии, очень уютная, оснащена всей необходимой бытовой техникой и мебелью. На фото нет СВЧ печи, но при заезде арендаторов собственник привезет. Проведен wi-fi и цифровое телевидение. Шикарный вид на Волгу. Развитая инфраструктура, напротив ТЦ Фантастика.",https://nn.cian.ru/rent/flat/194366725/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Казанское ш., 10к1",tel:+79587280137,,,Без залога,комиссия 70%,предоплата за 1 месяц,80 м²,50 м²,16 м²,3 из 10,,44.078831,56.285004,"Сдается отличная квартира, полностью укомплектована мебелью и техникой, комнаты изолированные, большая лоджия, общая площадь 80м2, рядом родионова, верхние печеры, ТЦ Индиго,",https://nn.cian.ru/rent/flat/194366447/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, Полтавская ул., 35",tel:+79587280137,Горьковская,26 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,58 м²,,,9 из 9,1987,44.0261,56.314092,"Центр города, в квартире есть все необходимое для комфортного проживания.
Развитая инфраструктура, Рядом Невзоровых, Генкиной, Ижорская, Белинского, Дунаева.",https://nn.cian.ru/rent/flat/253840393/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Казанское ш., 4",tel:+79587280137,,,Без залога,комиссия 70%,предоплата за 1 месяц,72 м²,,,6 из 10,2004,44.077699,56.29569,Удобная транспортная развязка в квартире есть все необходимое для комфортного проживания,https://nn.cian.ru/rent/flat/198832268/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Тобольские казармы, Краснозвездная ул., 35",tel:+79587280137,,,Без залога,комиссия 70%,предоплата за 1 месяц,46 м²,,,10 из 18,2014,43.988029,56.284379,"ЖК Зенит
Удобная транспортная развязка
В квартире есть все необходимое для комфортного проживания 
Встроенная бытовая техника
Рядом Гагарина, Белинского, Лядова, Горького.",https://nn.cian.ru/rent/flat/223076214/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Малая Ямская ул., 18к2",tel:+79587280137,Горьковская,9 мин. пешком,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,46 м²,,,12 из 18,2014,43.984166,56.313628,"Центр города,жилой комплекс ПРАЙМ,закрытая территория,подземнвй паркинг,в квартире есть все для комфортного проживания, Без домашних животных",https://nn.cian.ru/rent/flat/198117131/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Генкиной, 38",tel:+79587298725,Горьковская,20 мин. пешком,Залог 12 500 ₽,комиссия 70%,предоплата за 1 месяц,44 м²,,,5 из 9,2006,44.019596,56.314013,"В квартире есть все необходимое для комфортного проживания.
Удобная транспортная развязка.
Развитая инфраструктура.
Шаговая доступность до Горького, Невзоровых, Белинского, Полтавской, Ижорской.",https://nn.cian.ru/rent/flat/250909121/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Володарского, 4",tel:+79587280137,Горьковская,9 мин. пешком,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,58 м²,,,3 из 10,1970,44.007289,56.317462,"Центр города, в квартире есть все необходимое для комфортного проживания, развитая инфраструктура.
Планировка кухня-гостинна и две комнаты.
Рядом Белинского, Звездинка, Пл.Горького, Минина, Большая Покровская.",https://nn.cian.ru/rent/flat/251264354/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. проспект Гагарина, ул. Тимирязева, 35",tel:+79587298725,Горьковская,13 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,70 м²,,,14 из 16,2011,43.997955,56.307132,"Центр города, в квартире есть все необходимое для комфортного проживания, развитая инфраструктура, удобная транспортная развязка, рядом Парк Пушкина, Белинского, Славянская.",https://nn.cian.ru/rent/flat/253466032/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, Гаражный пер., 5",tel:+79587280137,Горьковская,36 мин. пешком,Без залога,комиссия 70%,предоплата за 1 месяц,65 м²,,,1 из 10,1998,44.03378,56.309449,"Центр города, в квартире есть все необходимое для комфортного проживания.
Рассмотрим командировочных.
Рядом Панина, Полтавская, Ошарская, Ванеева.",https://nn.cian.ru/rent/flat/255902149/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Белинского, 36",tel:+79587298725,Горьковская,9 мин. пешком,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,42 м²,,,3 из 10,2007,43.996482,56.310108,"Центр города, в квартире есть все необходимое для комфортного проживания.",https://nn.cian.ru/rent/flat/257589565/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Мончегорская, 3к2",tel:+79918998124,Парк культуры,4 мин. на транспорте,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,"44,6 м²","11,9 м²","17,6 м²",10 из 10,1989,43.832297,56.235335,"Сдается на длительный срок. Одна комната изолированная.
Просторная кухня гостиная. На кухне есть вся бытовая техника: холодильник, стиральная и посудомоечная машина, духовой шкаф, микроволновка, телевизор.
Одна комната в квартире закрыта.
Оплата 20 тысяч рублей + счетчики и интернет.
Залог 10 тысяч рублей.
Комиссия 70%.",https://nn.cian.ru/rent/flat/257921455/
1-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, Школьная ул., 36",tel:+79587289845,Кировская,26 мин. пешком,Залог 20 000 ₽,комиссия 50%,предоплата за 1 месяц,47 м²,20 м²,14 м²,14 из 19,2010,43.857243,56.258473,"Новый дом, квартира в отличном состоянии!
Ремонт, укомплектована мебелью и бытовой техникой.
Фото реальные.
На длительный срок.
Оплата 20000+к/у.",https://nn.cian.ru/rent/flat/238614923/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Максима Горького, 184",tel:+79918997550,Горьковская,18 мин. пешком,Залог 10 000 ₽,комиссия 70%,предоплата за 1 месяц,"63,6 м²","44,8 м²","12,5 м²",3 из 9,1976,44.01788,56.31898,"Сдам квартиру на улице Максима Горького. Есть вся необходимая мебель и техника. Рядом Кремль, бизнес-центры, театры, площади Горького, Минина и Пожарского, Свободы; улицы Белинского, Ошарская, Ванеева, Большая Покровская, Октябрьская, Грузинская, Алексеевская, Варварская. Дополнительно оплачиваются счетчики. Показ по договоренности в любое удобное для вас время.

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/257559074/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, просп. Гагарина, 107",tel:+79587294051,,,Залог 25 000 ₽,комиссия 70%,предоплата за 1 месяц,80 м²,42 м²,15 м²,2 из 10,,43.950255,56.23433,"Сдаем квартиру, микрорайон щербинки , новый кирпичный дом, строил НИИИС . Проспект Гагарина , рядом торговый центр Гагаринский , жк гагаринские высоты . Квартира после ремонта, ранее не сдавалась. Ремонт Современный, европейского плана. Санузел в кафеле, большая лоджия, комнаты просторные и изолированные. В квартире имеется вся необходимая бытовая техника и мебель.
Приходите, вам очень понравится. Отличное месторасположение. Вблизи несколько школ, в 5 мин. ходьбы. 45 школа можно сказать около дома, как и детский садик.
Остановка общественного транспорта , магазины, спар, макдоналдс, все близко, все рядом.
Квартира замечательная, понравится ценителям комфорта.
Рядом ул. тропинина , 40 лет победы , горная , ларина . Не так далеко дворец спорта , пл. лядова . Торговый центр мега в 15 минутах езды .
Собственник квартиры ищет надежных квартирантов. Хозяин сдает впервые.
Фото реальные. В офис ехать не нужно. Все по честному. Риелтор лично выезжает на показ.
Оплата только после заключения договора найма с реальным собственником.
Без предоплаты.",https://nn.cian.ru/rent/flat/227902139/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, Молодежный просп., 38",tel:+79587290148,Кировская,26 мин. пешком,Без залога,комиссия 60%,предоплата за 1 месяц,80 м²,50 м²,12 м²,3 из 9,2002,43.843571,56.243785,Есть мебель и техника. Центр Автозавода. Свое парковочное место,https://nn.cian.ru/rent/flat/255607220/
2-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, ул. Родионова, 29",tel:+79918997550,,,Залог 15 000 ₽,комиссия 80%,предоплата за 1 месяц,70 м²,36 м²,14 м²,1 из 17,2012,44.06347,56.316284,"Сдам квартиру в ЖК Маяк, фото полностью соответствует. Рядом улицы Деловая, Хохлова, Бринского, Казанское шоссе., Фруктовая, Донецкая, а/с Сенная ТЦ Ганза, ТЦ Фантастика, больница Семашко. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/254826236/
2-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Малая Ямская ул., 66",tel:+79918997550,Московская,5 мин. на транспорте,Залог 15 000 ₽,комиссия 80%,предоплата за 1 месяц,45 м²,30 м²,6 м²,3 из 5,1966,43.981076,56.309644,"Сдам квартиру в центре города на улице Малая Ямская. Современный ремонт, всё как на фото. Рядом станция метро Горьковская, улицы Ильинская, Горького, Звездинка, Большая Покровская, площадь Горького. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/256196327/
2-комн,21 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Печерская долина, ул. Родионова, 197к2",tel:+79918997550,,,Залог 15 000 ₽,комиссия 80%,предоплата за 1 месяц,56 м²,30 м²,11 м²,3 из 10,2005,44.077708,56.301229,"Сдам квартиру на улице Родионова, есть вся необходимая мебель и техника, все как на фото. Под окнами школа 102, ФизКульт. Рядом Лента, ТЦ Фантастика, улицы Деловая, Хохлова, Бринского, Казанское шоссе. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/256082347/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Малая Ямская ул., 65/4",tel:+79918997550,Московская,5 мин. на транспорте,Залог 15 000 ₽,комиссия 80%,предоплата за 1 месяц,"78,1 м²",35 м²,"16,7 м²",3 из 17,2008,43.979684,56.309464,"Сдам квартиру в центре города на улице Малая Ямская. Огороженная территория, по концепции двор без машин. В доме есть подземный паркинг, а также парковка за шлагбаумом. Современный ремонт, всё как на фото. Рядом станция метро Горьковская, улицы Ильинская, Горького, Звездинка, Большая Покровская, площадь Горького.
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/247193801/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. Кащенко, 14",tel:+79918997550,,,Залог 15 000 ₽,комиссия 70%,предоплата за 1 месяц,"65,3 м²","37,4 м²","10,6 м²",5 из 5,,43.977689,56.233499,"Сдам квартиру на улице Кащенко. Фото полностью соответствуют действительности, имеется вся необходимая мебель и техника. Рядом ТЦ Открытый материк, улица Ларина, проспект Гагарина, М-7. Удобная развязка до ТЦ Мега, Завод им. Фрунзе, Завод Труд.

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/214832612/
3-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Суриковский, ул. Сурикова, 4",tel:+79587287510,,,Залог 8 000 ₽,без комиссии,предоплата за 1 месяц,60 м²,40 м²,7 м²,1 из 5,1960,43.981112,56.277528,"ОТ ХОЗЯИНА БЕЗ КОМИССИИ ПРЕДЛАГАЮ 3ком квартиру с мебелью и техникой для проживания граждан любой национальности до 12 человек (семья, рабочие, студенты и др.) .  Цена зависит от количества проживающих. Отличное место расположения, рядом  Академия МВД,университет, мед. институт, Парк Швейцария,Городская больница номер 1, Щелоковский хутор. Подробности по телефону",https://nn.cian.ru/rent/flat/223688261/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Бориса Панина, 4",tel:+79918997550,Горьковская,3 мин. на транспорте,Залог 10 000 ₽,комиссия 75%,предоплата за 1 месяц,"66,2 м²","42,6 м²","8,5 м²",9 из 10,1992,44.024914,56.30889,"Сдам квартиру на улице Бориса Панина. В квартире вся необходимая мебель и бытовая техника.

Квартира находится в очень хорошем районе с развитой инфраструктурой и транспортной развязкой. Шаговая доступность до ул.Невзоровых, Полтавская, Дунаева, Ванеева, Белинского, Горького. Дополнительно оплачиваются коммунальные платежи.

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/240813741/
3-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Северный, просп. Бусыгина, 14",tel:+79587287510,Автозаводская,9 мин. пешком,Залог 10 000 ₽,без комиссии,предоплата за 1 месяц,70 м²,48 м²,7 м²,1 из 5,1974,43.898737,56.263602,"Большая 3ком с изолированными комнатами и раздельным санузлом для проживания граждан любой национальности (семья, рабочие, студенты и др). Мебель, спальные места, стиральная машина автомат, телевизор, холодильник есть. Цена зависит от количества проживающих. Возможно заселение до 12 человек. Подробности по телефону.",https://nn.cian.ru/rent/flat/251529020/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, Малая Ямская ул., 18к1",tel:+79918997550,Горьковская,10 мин. пешком,Залог 50 ₽,комиссия 60%,предоплата за 1 месяц,"47,8 м²","16,6 м²","13,3 м²",4 из 15,,43.984454,56.314058,"Сдам квартиру в ЖК Прайм, фото полностью соответствуют, современный ремонт, есть вся необходимая мебель и техника. Рядом площадь Горького, площадь Лядова, ТЦ Небо, улица Ильинская, Красносельская, Белинского, Звездинка, Большая Покровская. 
Коммунальные платежи включены в стоимость.
Остались вопросы, есть желание посмотреть - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/216591442/
2-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Адмирала Васюнина, 11",tel:+79918997550,,,Без залога,комиссия 80%,предоплата за 1 месяц,"52,9 м²","30,1 м²",8 м²,7 из 12,1972,44.04633,56.296993,"Сдам квартиру улице Адмирала Васюнина. Сдается впервые. Есть всё необходимое, фото полностью соответствуют. Отличная инфраструктура и транспортная развязка. Рядом ТЦ Жар-Птица, фитнес клуб, школы, садики, площадь Советская, улицы Ванеева, Бориса Корнилова, Генерала Ивлиева, Богородского. Дополнительно оплачиваются коммунальные платежи.
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/248445314/
2-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, ул. Родионова, 29",tel:+79918997550,,,Залог 5 000 ₽,комиссия 70%,предоплата за 1 месяц,"66,4 м²","32,3 м²","11,3 м²",1 из 17,2012,44.06347,56.316284,"Сдам квартиру в ЖК Маяк, фото полностью соответствует. Рядом улицы Деловая, Хохлова, Бринского, Казанское шоссе., Фруктовая, Донецкая, а/с Сенная ТЦ Ганза, ТЦ Фантастика, больница Семашко. Дополнительно оплачиваются коммунальные платежи.

Остались вопросы, есть желание посмотреть - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/249381582/
2-комн,20 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Володарского, 5",tel:+79918997550,Горьковская,11 мин. пешком,Без залога,комиссия 75%,предоплата за 1 месяц,"45,1 м²","27,5 м²",7 м²,8 из 9,1973,44.006642,56.317897,"Сдам квартиру в центре города в кирпичном доме улице Володарского. Есть вся необходимая мебель и техника. Фото полностью соответствует. Рядом площадь Максима Горького, площадь Свободы, ТЦ Небо, улица Студеная, Ошарская, Ванеева, Белинского, Звездинка, Большая Покровская. Дополнительно оплачиваются коммунальные платежи.
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/248364107/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Печерская долина, ул. Родионова, 189/24",tel:+79918997550,,,Залог 5 000 ₽,комиссия 70%,предоплата за 1 месяц,77 м²,55 м²,12 м²,2 из 9,,44.078903,56.30505,"Сдам квартиру на улице Родионова, есть вся необходимая мебель и техника, все как на фото. Рядом школа 102, Лента, ТЦ Фантастика, улицы Деловая, Хохлова, Бринского, Казанское шоссе. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/237473099/
2-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, ул. Верхнепечерская, 7",tel:+79587281240,,,Без залога,комиссия 50%,предоплата за 1 месяц,48 м²,,9 м²,5 из 10,,44.067575,56.286702,"АГЕНТ!!! Квартира как на фото, мебель и бытовая техника, все удобства, санузел раздельный, на длительный срок, 25000+счетчики, комиссия агенту 9500р, звоните, пообщаемся, выезжаю на показ вместе с вами!!!",https://nn.cian.ru/rent/flat/240094881/
3-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Подновье, ул. Родионова, 184",tel:+79918997550,,,Без залога,комиссия 70%,предоплата за 1 месяц,"62,3 м²","38,6 м²","9,7 м²",9 из 9,1984,44.073683,56.312445,"Сдам квартиру на улице Родионова, есть вся необходимая мебель и техника, все как на фото. Рядом Ганза, Больница Семашко, Лента, ТЦ Фантастика, улицы Деловая, Хохлова, Бринского, Казанское шоссе.

Дополнительно оплачивается электричество.

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!",https://nn.cian.ru/rent/flat/240338609/
1-комн,25 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Высоково, ул. Невзоровых, 66А",tel:+79587293235,Горьковская,3 мин. на транспорте,,,,50 м²,20 м²,13 м²,4 из 9,2006,44.023261,56.316684,"Сдам на длительный срок 1 комнатную квартиру 50 м.кв, с мебелью и бытовой, сдается в первые, дом расположен за ТЦ Этажи в шаговой доступности. К арендной оплате + идут счетчики свет и вода хв и гв, Можно с воспитанными животными.",https://nn.cian.ru/rent/flat/256834458/
3-комн,19 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, Щербинки-1 микрорайон, 28",tel:+79918993200,,,Без залога,без комиссии,предоплата за 1 месяц,65 м²,,,1 из 5,1967,43.966146,56.241324,"Квартира с мебелью ,  бытовой техникой , сдаётся на любой срок , оплата после передачи ключей и заключения договора с хозяином , возможно расселение бригады рабочих , строителей , командировочных 
работаем с безналичным расчётом",https://nn.cian.ru/rent/flat/253246252/
1-комн,22 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Канавино, Вольская ул., 19",tel:+79587298565,Чкаловская,4 мин. пешком,Залог 15 000 ₽,комиссия 50%,предоплата за 1 месяц,40 м²,17 м²,12 м²,5 из 9,2016,43.941155,56.30868,"Современная квартира для комфортного проживания . Квартира  расположена в новом доме на ул. Вольская.  Большая придомовая территория с парковочными местами, установлено видеонаблюдение. Удобная транспортная развязка. Рядом расположены станция метро ""Чкаловская"", парк 1 Мая, стадион "" Локомотив"", ДК ""Железнодорожник"", ЖК "" Жюль Верн"", ЖК ""Аквамарин"", пр. Ленина.",https://nn.cian.ru/rent/flat/245025181/
