rooms,price,price_on_m,first_pay,total_area,living_area,kitchen_area,deposit,comission,prepay,und,und_time,und_type,und_dist,floor,floor_cnt,build_year,lng,lat,link,tel,description
2,22000,478.26,45500.0,46.0,32.0,9.0,12500.0,50.0,1.0,Горьковская,6.0,на транспорте,4200.0,3,4,1961.0,44.020099,56.293682,https://nn.cian.ru/rent/flat/250412357/,tel:+79587290636,"Квартира недалеко от ост.Саврасова.Сделан хороший,качественный ремонт.Мебель и бытовая современные.Сдается в 1й.раз.Для сем.пар,парней,девушек,клмандировочных.Связь с агентом по ТЛФ,указанному в обьявлении."
2,22000,354.84,55200.0,62.0,34.0,16.0,20000.0,60.0,1.0,,,,,10,10,2012.0,43.953049,56.223806999999994,https://nn.cian.ru/rent/flat/256072627/,tel:+79587290148,"Сдаю впервые, есть мебель и вся бытовая техника."
2,22000,440.0,47400.0,50.0,30.0,9.0,10000.0,70.0,1.0,,,,,7,10,1994.0,44.080798,56.285563,https://nn.cian.ru/rent/flat/246256666/,tel:+79918997550,"Сдам квартиру на улице Казанское шоссе, есть вся необходимая мебель и техника, все как на фото. Рядом ТЦ Индиго, Фантастика, Лента, ФизКульт, улицы Деловая, Хохлова, Бринского, Родионова. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
1,22000,550.0,47400.0,40.0,17.0,8.0,10000.0,70.0,1.0,,,,,10,11,2010.0,44.057711,56.31572,https://nn.cian.ru/rent/flat/238990675/,tel:+79587296356,"Сдаю квартиру на длительный срок. Улица Родионова, дом 25 , десятый этаж  11-этажного дома. Панорамный вид, уникальная лоджия-терраса , грузовой лифт. Квартира с оригинальной современной планировкой,кухня-гостиная с выделенной спальной зоной.  Новая мебель и техника..22000+счетчики. Коммунальные платежи не оплачиваются. Строго без животных.Фото реальные. От агенства. Комиссия 15000 рублей по факту заселения. Не информагенство."
1,22000,488.89,48400.0,45.0,23.6,8.3,11000.0,70.0,1.0,Горьковская,20.0,пешком,1800.0,3,10,2005.0,44.019686,56.315126,https://nn.cian.ru/rent/flat/250115388/,tel:+79587280092,"Новый дом в районе ТЦ Этажи,Оперный театр. Квартира с евроремонтом, в хорошем состоянии, современная мебель и вся бытовая техника.Сдается на длительный срок, фото соответствуют"
2,20000,400.0,30000.0,50.0,33.0,8.0,0.0,50.0,1.0,,,,,1,9,,43.947901,56.23536,https://nn.cian.ru/rent/flat/256358867/,tel:+79918993343,"Арт. 47348552 Сдаётся 2 комнатная квартира на любой срок аренды. Общая площадь 50 кв.м  Есть лоджия и раздельный санузел. Квартира расположена на 1 этаже 9 этажного дома. В квартире есть мебель, и техника: телевизор, стиральная машина, холодильник."
1,23000,442.31,39100.0,52.0,27.2,9.5,0.0,70.0,1.0,,,,,5,10,,44.023674,56.316343999999994,https://nn.cian.ru/rent/flat/168282136/,tel:+79587292138,"Сдается однкомнатная квартира в центре города. Развитая инфраструктура, Рядом ТЦ Этажи, Куб. В шаговой доступности расположены Полтавская, Генкиной, Белинского, Ванеева, Ижорская.
 
В квартире есть все необходимое для комфортного проивания. Есть двухспальная кровать, кондиционер, два телевизора. Вся сантехника находится в идеальном состоянии, квартира очень чистая, уютная, полностью готова к заселению. Показ возможен в любое время.Если по какой-либо причине Вы не смогли до нас дозвониться, то в кратчайшие сроки мы обязательно Вам перезвоним"
1,23000,547.62,50600.0,42.0,22.0,7.7,11500.0,70.0,1.0,,,,,12,25,,43.957118,56.239447999999996,https://nn.cian.ru/rent/flat/168281890/,tel:+79587292138,"Сдается однокомнатная квартира в ЖК Гагаринские высоты. Сделан качественный ремонт, видовой этаж, в доме есть консьерж,  в комплексе развитая инфраструктура. В квартире есть все для комфортного проживания. Комната разделена на зоны, есть кровать и диван, установлен кондиуционер, просторная кухня, много места для хранения. Проведен wi-fi и кабельное телевидение. Если по каким-либо причиам Вы не смогли до нас дозвониться, то в ближайшнн время мы перезвоним Вам сами."
1,23000,500.0,50600.0,46.0,24.1,8.4,11500.0,70.0,1.0,Горьковская,27.0,пешком,2430.0,3,9,2006.0,44.023261,56.316683999999995,https://nn.cian.ru/rent/flat/204057062/,tel:+79587292138,"Центр города,в квартире есть все для комфортного проживания,удобное месторасположение, дополнительно установим плазменный телевизор, рядом Белинского, Генкиной, Пл.Сенная."
1,23000,500.0,49100.0,46.0,24.1,8.4,10000.0,70.0,1.0,,,,,22,25,2014.0,44.080448,56.30716700000001,https://nn.cian.ru/rent/flat/203571169/,tel:+79587292138,"ЖК Мегаполис,удобная транспортная развязка,закрытая территория своя охрана,рядом Сенная,Белинского."
1,23000,522.73,49100.0,44.0,32.0,8.0,10000.0,70.0,1.0,Горьковская,20.0,пешком,1800.0,9,17,2013.0,44.02159,56.316593999999995,https://nn.cian.ru/rent/flat/190328108/,tel:+79587280290,"Центр города, прекрасная инфраструктура, в квартире есть все для комфортного проживания, стоимость+счетчики эл-во и вода.Без домашних животных."
3,23000,319.44,39100.0,72.0,37.7,13.2,0.0,70.0,1.0,,,,,2,10,2004.0,44.080115,56.28661700000001,https://nn.cian.ru/rent/flat/197801561/,tel:+79587280290,"Квартира укомплектована хорошей мебелью и техникой,рядом Родионова, ТЦ Индиго, Казанское шоссе,"
2,23000,328.57,39100.0,70.0,36.7,12.8,0.0,70.0,1.0,Стрелка,22.0,пешком,1980.0,12,17,2007.0,43.936133,56.337470999999994,https://nn.cian.ru/rent/flat/195773506/,tel:+79587280290,"Закрытая территория,рядом детский сад,школа,комнаты изолированные,есть все для комфортного проживания."
1,23000,500.0,39100.0,46.0,24.1,8.4,0.0,70.0,1.0,Горьковская,23.0,пешком,2070.0,4,10,2011.0,44.022399,56.315001,https://nn.cian.ru/rent/flat/223775289/,tel:+79587280290,"Центр города,
Развитая инфраструктура,
В квартире есть все для комфортного проживания,
Рядом Белинского,Генкиной,Ижорская,Полтавская."
1,23000,500.0,39100.0,46.0,24.1,8.4,0.0,70.0,1.0,Горьковская,20.0,пешком,1800.0,3,9,2007.0,44.022192,56.3159,https://nn.cian.ru/rent/flat/250483505/,tel:+79587280137,"В квартире есть все необходимое для комфортного проживания.
Развитая инфраструктура.
Удобная транспортная развязка.
Рядом Белинского, Полтавская, Ижорская."
3,23000,328.57,49100.0,70.0,36.7,12.8,10000.0,70.0,1.0,Горьковская,9.0,пешком,810.0,8,9,1970.0,44.007289,56.317462,https://nn.cian.ru/rent/flat/251743825/,tel:+79587280137,"Центр города, в квартире есть все необходимое для комфортного проживания, развитая инфраструктура.
Рядом Горького, Большая Покровская, Белинского, Звёздинка."
1,23000,418.18,39100.0,55.0,28.8,10.1,0.0,70.0,1.0,Горьковская,27.0,пешком,2430.0,4,10,2007.0,44.023053999999995,56.316154000000004,https://nn.cian.ru/rent/flat/199893386/,tel:+79587280137,"Центр города,в квартире есть все для комфортного проживания,двуспальная кровать,кондиционер,рядом Белинского,Минина,Генкиной."
1,23000,410.71,50100.0,56.0,29.3,10.3,11000.0,70.0,1.0,,,,,9,13,,44.074195,56.303107,https://nn.cian.ru/rent/flat/222449912/,tel:+79587280137,"В квартире есть все необходимое для комфортного проживания,встроенная техника,кондиционеры,посудомоечная машина,большая кухня-гостинная и спальная комната,рядом Деловая,Казанское шоссе,Печеры."
2,23000,460.0,39100.0,50.0,26.2,9.2,0.0,70.0,1.0,Горьковская,20.0,пешком,1800.0,1,9,1975.0,44.016694,56.321206000000004,https://nn.cian.ru/rent/flat/248789865/,tel:+79587280137,"Центр города, в квартире есть все необходимое для комфортного проживания.
Комнаты изолированные.

Рядом Белинского, Пл.Свободы, Горького. СТРОГО без домашних животных."
1,23000,547.62,59500.0,42.0,22.0,12.0,25000.0,50.0,1.0,,,,,5,14,2013.0,43.95366,56.236466,https://nn.cian.ru/rent/flat/239934457/,tel:+79587292572,"Сдается уютная квартира в новом доме с мебелью, техникой и всем необходимым для комфортного проживания. На длительный срок порядочным , платежеспособным клиентам>"
1,20000,384.62,44000.0,52.0,20.0,15.0,10000.0,70.0,1.0,Горьковская,3.0,на транспорте,2100.0,5,17,,44.02088,56.309968000000005,https://nn.cian.ru/rent/flat/220915084/,tel:+79918997550,"Сдам квартиру на улице Ванеева. В квартире вся необходимая мебель и бытовая техника. Квартира находится в очень хорошем районе с развитой инфраструктурой. Рядом ТЦ Куб, ТЦ Шоколад, ТЦ Этажи улицы Невзоровых, Полтавская, Дунаева, Полтавская, Белинского, Панина. 

 ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
1,23000,489.36,49100.0,47.0,22.0,15.0,10000.0,70.0,1.0,,,,,11,22,2014.0,44.080403000000004,56.307651,https://nn.cian.ru/rent/flat/225010153/,tel:+79918997550,"Сдам квартиру на улице Родионова в ЖК Мегаполис, есть вся необходимая мебель и техника, все как на фото. Рядом Лента, ТЦ Фантастика, улицы Деловая, Хохлова, Бринского, Казанское шоссе. Остались вопросы, есть желание посмотреть - ЗВОНИТЕ!"
1,23000,460.0,57500.0,50.0,26.2,9.2,23000.0,50.0,1.0,Горьковская,8.0,на транспорте,5600.0,8,25,2017.0,43.976917,56.30008,https://nn.cian.ru/rent/flat/236407904/,tel:+79918997550,"Сдам квартиру в ЖК Маршал Град на улице Маршала Баграмяна. Современный ремонт, есть вся необходимая мебель и техника. Рядом площадь Горького, площадь Лядова, ТЦ Небо, улица Тимирязева, Малая Ямская, Ильинская, Красносельская, Белинского, Звездинка, Большая Покровская, парк Пушкина. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
2,23000,319.44,44100.0,72.0,37.7,13.2,5000.0,70.0,1.0,,,,,12,19,2014.0,43.988029,56.284379,https://nn.cian.ru/rent/flat/250976366/,tel:+79587284395,"Сдается 2-комн.кв-ра в ТСЖ Зенит.Мебель и Бытовая техника в хорошем состоянии. Санузел новый, в плитке до потолка. Кондиционер. Все есть для комфортного проживания. Квартира чистая, приятная, общ площадью 72м.
Рассмотреть можно студентам, командировочных. 
Фото реальное. 
Цена вместе с коммунальными платежами."
3,22999,351.67,34498.5,65.4,39.5,9.6,0.0,50.0,1.0,,,,,3,6,1992.0,44.073997999999996,56.285833,https://nn.cian.ru/rent/flat/258034499/,tel:+79587293972,"Сдам 3-х комнатную квартиру на длительный срок, по адресу: ул. Богдановича д. 1, корп. 1. микрорайон Верхние Печеры. Есть вся необходимая для проживания мебель и бытовая техника. Квартира теплая и уютная. Все комнаты изолированные, Санузел раздельный. Имеется лоджия, балкон, а также кладовка. Развитая инфраструктура. Отличная транспортная развязка, в любой конец города, Рядом школа  103, садики. Стоимость аренды 23 000 руб. + счетчики на воду и свет. Фото соответствуют состоянию квартиры. Предпочтение славянской семье с детьми."
1,18000,450.0,28000.0,40.0,18.0,9.0,10000.0,0.0,1.0,Пролетарская,10.0,пешком,900.0,2,10,2017.0,43.898117,56.265937,https://nn.cian.ru/rent/flat/251970633/,tel:+79587289625,"С июня сдаётся однокомнатная квартира в новом доме с хорошим ремонтом, мебелью, бытовой техникой на срок от одного месяца по договору, полностью готова к проживанию. В квартире есть три спальных места (двухместный диван икеа и софа), письменный стол, компьютерное кресло, шкафы в прихожей и в комнате, комод, кухонный гарнитур. Из бытовой техники: телевизор, холодильник, плита, стиральная машина, утюг, подключен интернет Билайн, возможно предоставления ноутбука под залог. В доме есть магазин Пятерочка, салон красоты, а также парковка, рядом находится школа и детский сад, до остановки 5 минут, до метро 10 минут пешком. Сверх арендной платы оплачиваются коммунальные платежи по квитанции (3500+счетчики)."
2,23000,442.31,41800.0,52.0,27.2,9.5,5000.0,60.0,1.0,,,,,3,9,1985.0,43.945853,56.22784,https://nn.cian.ru/rent/flat/257917699/,tel:+79587297831,"Сдается 2комнатная квартира на длительный срок.  Есть все необходимое. Хороший, тихий район.  Рядом школа, магазин Перекрёсток, остановка общественного транспорта. Всегда есть парковочное место во дворе."
1,23000,534.88,33120.0,43.0,19.0,14.0,0.0,44.0,1.0,Горьковская,16.0,пешком,1440.0,7,19,2009.0,43.997093,56.30446,https://nn.cian.ru/rent/flat/257883245/,tel:+79587290658,"Предлагается в аренду на длительный срок 1-комнатная квартира современной планировки в новом кирпичном доме в центре города !!!

В Советском районе на улице Тимирязева, д.3 к 2 на 7 этаже 19 этажного дома 2009 г.п.  ( рядом парк Пушкина, ТЦ Небо).  

 Квартира общей площадью 43 кв.м.:
- кухня 14 кв.м ;
- комната 19 кв.м;
- совмещенный просторный санузел;
- вместительный застекленный балкон. 

Из мебели и техники имеется: кухонный гарнитур, холодильник, шкаф, диван, кресло, телевизор, стиральная машина, микроволновая печь, пылесос. 

Стоимость аренды 23 тыс.руб в месяц. Счетчики оплачиваются дополнительно ( свет, вода). Оплата после заселения.

Дом расположен вдали от шумных больших дорог. Тихий двор с замечательной закрытой детской площадкой, большой парковкой вокруг дома, где всегда можно найти место для машины. Также в доме есть подземный паркинг. Чистота в подъезде, 2 лифта пассажирский и грузопассажирский.

Развитая инфраструктура: 28 Лицей, 25 гимназия им.Пушкина, одна из лучших в городе 39 детская поликлиника в 100 метрах, Eurospar, Пятерочка, есть Магнит прямо в доме. В шаговой доступности пл.Горького, пл.Лядова, ТЦ Небо, метро Горьковская, рестораны, бизнес-центры.

Рядом ул.Белинского, Костина, Короленко, Панина, Ошарская, Пушкина, Студёная, Славянская.

Показ в удобное для вас время! Звоните сейчас!"
2,19000,358.49,30400.0,53.0,30.0,10.0,0.0,60.0,1.0,,,,,1,10,,43.969668,56.233383999999994,https://nn.cian.ru/rent/flat/257275030/,tel:+79587281161,Сдаю отличную 2комн квартиру со всей необходимой мебелью и техникой.
3,23000,383.33,40250.0,60.0,31.4,11.0,0.0,75.0,1.0,Горьковская,23.0,пешком,2070.0,1,5,1965.0,43.98661,56.325759,https://nn.cian.ru/rent/flat/255538279/,tel:+79587286742,"Сдам квартиру на шикарной набережной Федоровского.
Вид из окна на весь город просто сногсшибательный)
Мебель и техника в наличии (есть возможность поставить свою мебель).
Рассматриваем порядочных квартирантов на длительный срок.
ЖКХ входят
Отдельно только свет.
С удовольствием все покажем и расскажем.
Отличная транспортная развязка в  любую часть города.
Развитая инфраструктура.
Школы, дет сады, магазины... Все в шаговой доступности.
Рядом улицы горького суетинская покровская рождественская ильинская"
1,20000,344.23,41000.0,58.1,21.5,16.2,5000.0,80.0,1.0,,,,,14,18,2008.0,43.985074,56.286173,https://nn.cian.ru/rent/flat/236102510/,tel:+79918997550,"Сдам квартиру в ЖК Зенит, фото полностью соответствуют действительности, есть вся необходимая мебель и техника. Кровать готовы докупить. Рядом парк Швейцария, проспект Гагарина, ул Бекетова, ул Медицинская. 

ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
1,24000,685.71,43200.0,35.0,18.3,6.4,0.0,80.0,1.0,Горьковская,15.0,пешком,1350.0,16,25,,43.999887,56.30528399999999,https://nn.cian.ru/rent/flat/258023317/,tel:+79587294051,"Представляем Вашему вниманию замечательную квартиру на ул. Тимирязева. ЖК Пушкинский .

Новострйка. Отличное месторасположение, вблизи площади лядова. Не далеко центр города, кремль , площадь минина , горького, свободы .

Ремонт европейского плана, новый, оставит Вам замечательное впечатление на долгое время. Простор и уют собраны воедино) 

Встроенная кухня с посудомоечной машиной. Сан узел в кафеле, ламинат. Современная мебель и бытовая техника. 

Квартира сдается впервые.

Все для у комфортного проживания в наличии.

Приятный собственник, адекватный. Квартира сдается впервые. Не потрепана квартирантами) . Хозяин ищет платежеспособных клиентов.

Развитая инфраструктура. Вблизи ул. белинского , невзоровых , генкиной , полтавская , проспект гагарина , дворец спорта , варварская , ошарская , ванеева .

Оплата по факту заселения. Фото реальные. Квартира свободна. Цена указана за все включено по коммунальным услугам."
3,24000,292.68,52300.0,82.0,43.0,15.0,11500.0,70.0,1.0,,,,,8,9,1980.0,44.027052000000005,56.31204,https://nn.cian.ru/rent/flat/194924118/,tel:+79587280290,"Хорошая квартира в центре города, все есть для комфортного проживания."
1,24000,428.57,53300.0,56.0,30.0,16.0,12500.0,70.0,1.0,,,,,10,12,,44.001351,56.310742000000005,https://nn.cian.ru/rent/flat/194366944/,tel:+79587280137,"Центр города, рядом Парк Пушкина, Тц Небо, Невзоровых ,Генкиной, Пл.Горького,в квартире есть все необходимое для комфортного проживания."
2,24000,307.69,40800.0,78.0,40.9,14.3,0.0,70.0,1.0,,,,,4,10,2003.0,44.078723,56.286927,https://nn.cian.ru/rent/flat/256142156/,tel:+79587280137,"В квартире есть все необходимое для комфортного проживания.
Развитая инфраструктура, удобная транспортная развязка.

Рядом Родионова, Печёры, Индиго, Фантастика, школа 103."
1,24000,480.0,50800.0,50.0,20.0,15.0,10000.0,70.0,1.0,,,,,9,19,2011.0,43.947686,56.227284999999995,https://nn.cian.ru/rent/flat/247089152/,tel:+79587294051,"Квартира расположена в микрорайоне Щербинки 2 , рядом магазин перекресток , жк Сокольники .
Лучший проект 2011 года. Отличный ремонт, европейского плана. Супер-пупер квартира.
Вся необходимая мебель и бытовая техника, новая. Двуспальная кровать. Удачное месторасположение. Недалеко , Дружный пос. , Мега , Новинки , Ларина . Вблизи ул. проспект Гагарина ( Гагаринские Высоты ), Тропинина , ул. Горная . Школа и детский садик около дома . Видеонаблюдение, парковка под шлагбаумом, лифт пассажирский и грузовой. Хозяин , он же собственник ищет надежных квартирантов.
Оплата только после заселения.
Реальная квартира с реальными фото.
Риелтор лично выезжает на показ. Без предоплаты."
1,22000,550.0,49900.0,40.0,21.0,7.3,12500.0,70.0,1.0,Горьковская,14.0,пешком,1260.0,6,11,1997.0,44.009104,56.320032999999995,https://nn.cian.ru/rent/flat/258122659/,tel:+79587280092,"Самый центр города, дом находится между ул.Большая Покровская, Пл.Минина, Пл.Свободы. Квартира с евро ремонтом, полностью укомплектована мебелью и бытовой техникой. Сдается на длительный срок, фото соответствуют"
3,20000,294.12,42500.0,68.0,35.6,12.5,12500.0,50.0,1.0,,,,,3,9,1981.0,44.064566,56.298922,https://nn.cian.ru/rent/flat/241465477/,tel:+79587280092,"Квартира с евро ремонтом, современная мебель и вся бытовая техника. Сдается на длительный срок, семейным. Фото соответствуют"
1,25000,500.0,55000.0,50.0,26.2,9.2,12500.0,70.0,1.0,Горьковская,25.0,пешком,2250.0,5,11,2014.0,44.023602000000004,56.314935999999996,https://nn.cian.ru/rent/flat/256478877/,tel:+79587280092,"Новый дом в районе ТЦ Этажи, ул. Белинского. Квартира с евроремонтом, современная мебель и вся бытовая техника. Сдается на долгосрочную аренду, фото соответствуют"
1,25000,500.0,62500.0,50.0,26.2,9.2,20000.0,70.0,1.0,Горьковская,18.0,пешком,1620.0,6,6,2004.0,44.008897,56.323586999999996,https://nn.cian.ru/rent/flat/256949452/,tel:+79587280092,"Новый дом с закрытой парковкой в историческом центре города (5минут до Кремля, ул.Большая Покровская, Пл.Свободы). Квартира с евро ремонтом, полностью укомплектована мебелью и бытовой техникой. Сдается на долгосрочную аренду, фото соответствуют. Есть место в подземном паркинге"
2,25000,333.33,40000.0,75.0,39.3,13.8,25000.0,60.0,0.0,,,,,5,9,2008.0,44.028184,56.297718,https://nn.cian.ru/rent/flat/255089940/,tel:+79587298609,"Предлагается в аренду отличная,современная, очень большая(75 кв.м.) двухкомнатная квартира, на пятом этаже в современном кирпичном доме неподалёку от центра города. В квартире выполнен современный ремонт из дорогостоящих материалов. В наличии вся необходимая мебель и бытовая техника. Большая кухня со встроенным многофункциональным гарнитуром. Спальня с большой удобной кроватью и панорамными окнами. Санузел раздельный. Большая гардеробная и кладовая. Отличная инфраструктура и транспортная сеть: рядом с домом есть продовольственные магазины и торговые центры ""Нагорный"" и ""Жар Птица"",аптеки, школы, детские сады и другие объекты социального значения. . Номер в базе: 5035966."
2,25000,519.75,17500.0,48.1,28.4,8.1,0.0,70.0,0.0,,,,,4,10,,44.027735,56.316349,https://nn.cian.ru/rent/flat/255409567/,tel:+79587282340,"Здравствуйте. Сдается уютная квартира. Недавно произведен косметический ремонт. Для порядочной семьи. Коммунальные платежи входят в стоимость арендной паты. Показы оперативные, звоните."
2,25000,293.77,57500.0,85.1,48.2,13.4,15000.0,70.0,1.0,,,,,3,10,2005.0,43.946913,56.232313,https://nn.cian.ru/rent/flat/258018465/,tel:+79918997550,"Сдам квартиру на улице проспект Гагарина, микрорайон Щербинки 2. Квартира полностью оборудована всей современной мебелью и бытовой техникой, есть все для комфортного проживания. Развитая инфраструктура: детские сады, школа, в пешей доступности, магазины и ТЦ Гагаринский. В транспортной ТЦ Мега, ТЦ Открытый материк и многое другое. Рядом улицы Ларина, Академика Лебедева, Маршала Голованова, 40 лет Победы, Военных Комиссаров, Тропинина, площадь Жукова. Дополнительно оплачиваются коммунальные платежи. Показ по договоренности в удобное для вас время.
ОСТАЛИСЬ ВОПРОСЫ, ЕСТЬ ЖЕЛАНИЕ ПОСМОТРЕТЬ - ЗВОНИТЕ!"
3,20000,307.69,30000.0,65.0,48.0,7.0,10000.0,0.0,1.0,Автозаводская,9.0,пешком,810.0,1,5,1974.0,43.898737,56.263602,https://nn.cian.ru/rent/flat/257976294/,tel:+79587287510,"3 ком квартира 65м2, просторная, комнаты изолированные, санузел раздельный, стиральная машина автомат, телевизор и холодильник есть. Для проживания граждан любой национальности до 12 человек. Цена зависит от количества проживающих"
1,25000,500.0,57500.0,50.0,26.2,9.2,15000.0,70.0,1.0,Горьковская,18.0,пешком,1620.0,3,8,2002.0,44.018823,56.317831999999996,https://nn.cian.ru/rent/flat/255136118/,tel:+79587280092,"Новый дом с закрытой территорией, парковкой, консъержем. Квартира после ремонта, новая мебель и бытовая техника. Сдается на долгосрочную аренду, фото соответствуют. В пешей доступности Пл.Свободы, ул.Белинского, Пл.Минина"
2,25000,312.5,42500.0,80.0,41.9,14.7,0.0,70.0,1.0,,,,,7,14,,44.004774,56.309374,https://nn.cian.ru/rent/flat/168282124/,tel:+79587292138,"Сдается просторная квартира с двумя изолированными комнатами. Полностью готова к проживанию, оснащена мебелью и техникой.  Квартира очень чистая, в идеальном состоянии. Есть гардеробная комната, 2 балкона, кондиционер. Развитая инфраструктура, рядом парк Пушкина, Кулибина, в шаговой доступности пл. Максима Горького. Если по какой-либо причине Вы не смогли дозвониться до нас, то в ближайшее время мы перезвоним сами!"
2,25000,290.7,42500.0,86.0,45.1,15.8,0.0,70.0,1.0,,,,,7,10,,44.02786,56.317232999999995,https://nn.cian.ru/rent/flat/192227900/,tel:+79587292138,"Сдается просторная квартира с двумя изолированными комнатами, в доме с огороженной территорией и подземной парковкой. Есть возможность арендовать место. Квартра чистая, после ремонта. Полное оснащение мебелью и бытовой техникой; готова проживанию. Много места для хранения вещей, грамотная планировка. Проведен wi-fi и кабельное телевидение. Развитая инфраструктура, в доме большое количество организаций, в шаговой доступности ТЦ Этажи, пл. Свободы, парк Кулибина. Рядом располагаются ул. Генкиной, Белинского, Ижорская, Максима Горького, Ковалихинская, Республиканская, детские сады и школы. Если покакой-либо причине Вы не смогли до нас дозвониться, то в ближайшее время мы пеезвоним Вам сами. СТРОГО БЕЗ ДОМАШНИХ ЖИВОТНЫХ."
2,25000,312.5,42500.0,80.0,41.9,14.7,0.0,70.0,1.0,Стрелка,13.0,пешком,1170.0,15,18,2006.0,43.954485999999996,56.328688,https://nn.cian.ru/rent/flat/226287468/,tel:+79030540208,"В квартире есть все необходимое для комфортного проживания, вся техника, мебель, удобная транспортная развязка, рядом Нижегородская ярмарка, Карла Маркса, Волжская Набережная, 10 мин. до центра города."
2,25000,337.84,57500.0,74.0,60.0,12.0,15000.0,70.0,1.0,Стрелка,37.0,пешком,3330.0,8,16,,43.929916999999996,56.34924,https://nn.cian.ru/rent/flat/190328585/,tel:+79587280290,"Уютная квартира,идеально подойдет для семьи с детьми.большая кухня(посудомоечная машина),в каартире есть все для комфортного проживания.СТРОГО БЕЗ ДОМАШНИХ ЖИВОТНЫХ."
1,25000,500.0,42500.0,50.0,26.2,9.2,0.0,70.0,1.0,Горьковская,24.0,пешком,2160.0,9,9,2004.0,44.023881,56.31588000000001,https://nn.cian.ru/rent/flat/227707435/,tel:+79587280290,"Центр города, в квартире есть все для комфортного проживания, развитая инфраструктура, рядом Белинского, Ижорская, Полтавская, Горького, Минина."
1,25000,446.43,52500.0,56.0,40.0,12.0,10000.0,70.0,1.0,Горьковская,8.0,пешком,720.0,10,12,2010.0,44.001351,56.310742000000005,https://nn.cian.ru/rent/flat/193852587/,tel:+79587280290,"Центр города,рядом парк Пушкина, Удобная транспортная развязка, В квартире есть все для комфортного проживания, Рассмотрим арендаторов без домашних животных,"
2,25000,337.84,52500.0,74.0,38.8,13.6,10000.0,70.0,1.0,,,,,6,10,2004.0,44.077698999999996,56.29569,https://nn.cian.ru/rent/flat/255421426/,tel:+79587298725,"В квартире есть все необходимое для комфортного проживания, развитая инфраструктура, комнаты изолированные.
Рядом Родионова, Печеры, Верхнепечерская, Касьянова, Афонино."
1,25000,520.83,47500.0,48.0,25.2,8.8,5000.0,70.0,1.0,,,,,13,25,,44.080448,56.30716700000001,https://nn.cian.ru/rent/flat/194366725/,tel:+79587280137,"Сдается однокомнатная квартира в ЖК Мегаполис. Сделан качественный евроремонт. Квартира в идеальном состоянии, очень уютная, оснащена всей необходимой бытовой техникой и мебелью. На фото нет СВЧ печи, но при заезде арендаторов собственник привезет. Проведен wi-fi и цифровое телевидение. Шикарный вид на Волгу. Развитая инфраструктура, напротив ТЦ Фантастика."
2,25000,312.5,42500.0,80.0,50.0,16.0,0.0,70.0,1.0,,,,,3,10,,44.078831,56.285004,https://nn.cian.ru/rent/flat/194366447/,tel:+79587280137,"Сдается отличная квартира, полностью укомплектована мебелью и техникой, комнаты изолированные, большая лоджия, общая площадь 80м2, рядом родионова, верхние печеры, ТЦ Индиго,"
2,25000,431.03,42500.0,58.0,30.4,10.6,0.0,70.0,1.0,Горьковская,26.0,пешком,2340.0,9,9,1987.0,44.0261,56.314092,https://nn.cian.ru/rent/flat/253840393/,tel:+79587280137,"Центр города, в квартире есть все необходимое для комфортного проживания.
Развитая инфраструктура, Рядом Невзоровых, Генкиной, Ижорская, Белинского, Дунаева."
2,25000,347.22,42500.0,72.0,37.7,13.2,0.0,70.0,1.0,,,,,6,10,2004.0,44.077698999999996,56.29569,https://nn.cian.ru/rent/flat/198832268/,tel:+79587280137,Удобная транспортная развязка в квартире есть все необходимое для комфортного проживания
1,25000,543.48,42500.0,46.0,24.1,8.4,0.0,70.0,1.0,,,,,10,18,2014.0,43.988029,56.284379,https://nn.cian.ru/rent/flat/223076214/,tel:+79587280137,"ЖК Зенит
Удобная транспортная развязка
В квартире есть все необходимое для комфортного проживания 
Встроенная бытовая техника
Рядом Гагарина, Белинского, Лядова, Горького."
1,25000,543.48,52500.0,46.0,24.1,8.4,10000.0,70.0,1.0,Горьковская,9.0,пешком,810.0,12,18,2014.0,43.984165999999995,56.313628,https://nn.cian.ru/rent/flat/198117131/,tel:+79587280137,"Центр города,жилой комплекс ПРАЙМ,закрытая территория,подземнвй паркинг,в квартире есть все для комфортного проживания, Без домашних животных"
1,25000,568.18,55000.0,44.0,23.1,8.1,12500.0,70.0,1.0,Горьковская,20.0,пешком,1800.0,5,9,2006.0,44.019596,56.314013,https://nn.cian.ru/rent/flat/250909121/,tel:+79587298725,"В квартире есть все необходимое для комфортного проживания.
Удобная транспортная развязка.
Развитая инфраструктура.
Шаговая доступность до Горького, Невзоровых, Белинского, Полтавской, Ижорской."
